sample_id,cheating_score,label_id,cheating_label,gaze_away_count,gaze_away_total_sec,head_turn_count,head_turn_max_angle,phone_detected_count,multiple_faces_count,audio_anomaly_count,whisper_detected_count,tab_switch_count,fullscreen_exit_count,identity_mismatch_flag,typing_pause_count,answer_change_count,session_duration_sec,audio_duration_ms,audio_rms_energy,audio_zero_crossing_rate,audio_spectral_centroid_hz,audio_spectral_rolloff_hz,audio_spectral_flatness,audio_tempo_bpm,audio_speech_rate_syl_per_sec,audio_mfcc_1,audio_mfcc_2,audio_mfcc_3,audio_mfcc_4,audio_mfcc_5,audio_mfcc_6,audio_mfcc_7,audio_mfcc_8,audio_mfcc_9,audio_mfcc_10,audio_mfcc_11,audio_mfcc_12,audio_mfcc_13,audio_delta_mfcc_1,audio_delta_mfcc_2,audio_delta_mfcc_3,audio_delta_mfcc_4,audio_delta_mfcc_5,audio_delta_mfcc_6,audio_delta_mfcc_7,audio_delta_mfcc_8,audio_delta_mfcc_9,audio_delta_mfcc_10,audio_delta_mfcc_11,audio_delta_mfcc_12,audio_delta_mfcc_13,audio_class_id,audio_is_suspicious,eye_left_pupil_x,eye_left_pupil_y,eye_right_pupil_x,eye_right_pupil_y,eye_iris_left_offset_x,eye_iris_left_offset_y,eye_iris_right_offset_x,eye_iris_right_offset_y,eye_head_yaw_deg,eye_head_pitch_deg,eye_blink_rate_per_min,eye_fixation_duration_ms,eye_saccade_velocity,eye_looking_away,face_recog_cosine_similarity,face_recog_euclidean_distance,face_recog_is_match,expression_face_width,expression_face_height,expression_mouth_open_ratio,expression_eye_openness_left,expression_eye_openness_right,expression_eyebrow_raise_left,expression_eyebrow_raise_right,expression_AU1,expression_AU2,expression_AU3,expression_AU4,expression_AU5,expression_AU6,expression_AU7,expression_AU8,expression_AU9,expression_AU10,expression_AU11,expression_AU12,expression_AU13,expression_AU14,expression_AU15,expression_AU16,expression_AU17,expression_emotion_id,expression_confidence,object_total_objects_detected,object_suspicious_object_count,object_avg_detection_confidence,object_phone_detected_flag,pose_shoulder_width_px,pose_head_tilt_angle,pose_torso_lean_angle,pose_hand_near_face,pose_movement_velocity,pose_nose_x,pose_nose_y,pose_nose_conf,pose_left_eye_x,pose_left_eye_y,pose_left_eye_conf,pose_right_eye_x,pose_right_eye_y,pose_right_eye_conf,pose_left_ear_x,pose_left_ear_y,pose_left_ear_conf,pose_right_ear_x,pose_right_ear_y,pose_right_ear_conf,pose_left_shoulder_x,pose_left_shoulder_y,pose_left_shoulder_conf,pose_right_shoulder_x,pose_right_shoulder_y,pose_right_shoulder_conf,pose_left_elbow_x,pose_left_elbow_y,pose_left_elbow_conf,pose_right_elbow_x,pose_right_elbow_y,pose_right_elbow_conf,pose_left_wrist_x,pose_left_wrist_y,pose_left_wrist_conf,pose_right_wrist_x,pose_right_wrist_y,pose_right_wrist_conf,pose_label_id,pose_is_suspicious,gaze_away_ratio,obj_suspicion_ratio
218,52,2,moderate_cheating,13,35.2,6,58.0,2,1,5,1,2,2,1,1,8,2239.0,468.0,0.06911,0.0738,2064.6,3091.7,0.064,143.4,3.26,-18.359,-19.241,-18.785,36.677,-30.712,2.39,-24.581,-6.421,19.327,-5.222,-10.117,-16.503,18.375,-1.309,-2.06,-1.117,3.335,-2.667,-1.388,-1.881,-0.951,0.989,-1.03,-1.317,0.292,3.792,1,1,0.5146,0.4634,0.578,0.4636,0.0259,-0.071,0.0398,-0.0847,3.24,-5.36,15.1,366.0,157.8,0,0.9564,0.3868,1,121.5,142.8,0.119,0.257,0.355,0.238,0.286,0.432,0.583,0.167,0.145,0.573,0.098,0.121,0.373,0.191,0.267,0.143,0.135,0.228,0.541,0.57,0.147,0.107,2,0.766,1,0,0.9345,0,168.0,8.95,-7.55,0,2.761,0.4713,0.2702,0.897,0.4124,0.3025,0.899,0.5281,0.2908,0.816,0.4315,0.2826,0.808,0.4833,0.2402,0.926,0.4802,0.2189,0.651,0.4905,0.2908,0.809,0.4694,0.2551,0.869,0.4013,0.2721,0.861,0.4715,0.255,0.877,0.4586,0.3423,0.793,4,1,0.01572130415364002,0.0
219,50,2,moderate_cheating,8,39.1,5,65.9,2,2,4,2,5,1,1,2,3,1672.0,439.0,0.00918,0.2363,1486.0,2246.5,0.3183,108.7,2.45,-5.998,21.316,3.442,33.927,-48.389,-16.705,-11.316,10.987,-13.439,9.15,1.352,-2.694,8.744,-1.415,2.157,0.615,4.784,-3.969,-3.135,-2.062,1.783,0.117,-0.017,0.249,0.49,0.618,3,0,0.5131,0.4039,0.5724,0.394,0.0285,-0.2763,-0.0014,-0.2544,2.33,-25.85,13.0,373.7,144.9,0,0.9583,0.375,1,127.1,141.6,0.1,0.223,0.437,0.325,0.165,0.144,0.159,0.211,0.289,0.0,0.084,0.0,0.111,0.205,0.194,0.0,0.0,0.05,0.136,0.049,0.063,0.02,3,0.736,2,1,0.85215,0,199.8,15.57,13.95,0,0.776,0.6149,0.3176,0.92,0.6133,0.3708,0.937,0.6187,0.3197,0.712,0.6177,0.3266,0.941,0.6425,0.3009,0.94,0.6303,0.3642,0.839,0.6019,0.3582,0.877,0.6066,0.3974,0.854,0.5956,0.3846,0.871,0.6177,0.3327,0.974,0.7137,0.3532,0.705,2,0,0.023385167464114832,0.5
220,67,3,severe_cheating,15,96.1,10,57.1,1,1,10,4,6,6,1,0,0,2001.0,454.0,0.05879,0.1395,2474.7,3227.3,0.0163,90.6,2.91,12.687,-7.033,2.007,-10.786,17.728,12.268,-9.548,-27.131,6.007,12.076,23.568,0.824,-9.73,-0.742,-0.694,0.218,-0.792,0.359,1.087,-1.903,-3.847,1.605,0.999,0.533,-0.235,-2.185,1,1,0.626,0.5416,0.687,0.5433,0.349,-0.001,0.2669,0.0682,29.74,1.88,18.7,151.5,294.2,1,0.9118,0.2752,1,126.3,129.5,0.161,0.393,0.376,0.367,0.232,0.013,0.231,0.184,0.378,0.284,0.174,0.0,0.105,0.0,0.079,0.111,0.086,0.109,0.003,0.191,0.215,0.134,3,0.841,2,2,0.8983,1,130.9,-13.54,-2.55,1,2.848,0.5135,0.3088,0.847,0.5248,0.3095,0.874,0.5369,0.2523,0.836,0.4706,0.3308,0.788,0.4359,0.2921,0.958,0.4396,0.2912,0.886,0.4846,0.2884,0.875,0.4504,0.256,0.886,0.5037,0.2771,0.985,0.478,0.2837,0.726,0.5093,0.3274,0.89,5,1,0.04802598700649675,1.0
221,27,1,minor_infractions,3,20.3,3,33.2,0,0,3,0,1,2,0,2,5,2234.0,488.0,0.00251,0.0305,659.7,366.5,0.0718,142.4,2.05,-10.856,5.069,-14.296,3.958,3.976,-12.21,-16.581,0.324,3.511,16.312,-6.477,-15.9,10.768,-2.458,0.49,-3.055,0.739,0.851,-1.287,-0.241,-1.749,0.092,1.111,0.521,-0.549,2.309,0,0,0.518,0.5881,0.58,0.5909,0.0775,0.2213,0.0169,0.2254,4.87,22.7,14.4,351.2,225.4,0,0.8589,0.3402,1,118.8,152.6,0.068,0.324,0.341,0.295,0.415,0.077,0.241,0.041,0.253,0.132,0.23,0.164,0.136,0.085,0.02,0.062,0.011,0.166,0.076,0.084,0.0,0.007,3,0.997,2,1,0.8531,0,168.7,13.82,16.48,0,0.056,0.7065,0.3929,0.864,0.5825,0.3902,0.93,0.7757,0.3674,0.8,0.6188,0.3802,0.833,0.6631,0.3357,0.95,0.6682,0.3609,1.098,0.617,0.4192,0.806,0.6529,0.3448,0.878,0.634,0.3833,0.766,0.6691,0.3533,0.837,0.5949,0.3796,0.974,2,0,0.009086839749328559,0.5
222,4,0,honest,3,9.2,1,12.0,0,0,1,0,1,0,0,4,8,1954.0,591.0,0.0668,0.1539,1995.8,3390.7,0.1056,122.4,3.5,-6.478,4.954,3.452,-6.071,10.536,15.043,-8.469,-15.862,1.476,12.563,-13.009,3.342,13.501,-1.707,0.077,-0.323,0.01,0.899,1.933,-1.077,-2.16,-0.733,2.088,-1.145,-0.94,1.752,1,1,0.4555,0.5619,0.5234,0.5668,-0.1046,0.1624,-0.0773,0.1864,-8.85,17.86,6.7,245.1,160.9,0,0.9012,0.3318,1,118.8,149.6,0.123,0.308,0.308,0.462,0.261,0.206,0.0,0.246,0.054,0.124,0.29,0.0,0.165,0.084,0.026,0.242,0.072,0.059,0.23,0.178,0.0,0.065,0,0.962,3,2,0.8243666666666667,0,166.0,4.77,5.77,0,2.361,0.5272,0.2333,0.887,0.5229,0.2786,0.762,0.5436,0.277,0.877,0.5107,0.3015,0.919,0.5588,0.3183,0.941,0.502,0.2563,0.855,0.5771,0.2289,1.056,0.5795,0.332,0.898,0.611,0.1922,0.827,0.5566,0.2371,0.799,0.5782,0.3375,0.775,4,1,0.004708290685772773,0.6666666666666666
223,18,0,honest,2,9.5,0,0.0,0,0,1,0,0,0,0,2,5,2131.0,515.0,0.01305,0.179,3050.9,4698.9,0.3764,126.3,1.11,-1.47,-15.352,-27.982,2.832,-7.262,32.334,-12.422,42.082,-2.292,-26.266,-12.712,-6.375,-14.851,-0.696,-1.334,-3.654,-0.664,-0.472,2.54,-0.662,5.911,1.272,-3.153,-1.742,-0.093,-0.288,2,1,0.5111,0.3898,0.5783,0.3861,0.0191,-0.3347,0.0153,-0.3045,0.66,-32.52,12.9,342.0,351.9,0,0.9035,0.3133,1,107.7,140.5,0.079,0.369,0.271,0.144,0.141,0.133,0.061,0.149,0.18,0.038,0.049,0.142,0.118,0.0,0.236,0.123,0.073,0.272,0.135,0.092,0.0,0.0,0,0.814,1,1,0.9511,0,170.3,5.19,7.64,0,2.215,0.4735,0.2738,0.956,0.543,0.3097,0.83,0.5847,0.2694,0.892,0.4848,0.3092,0.882,0.4998,0.3184,0.861,0.492,0.2926,0.544,0.5003,0.2995,0.846,0.4773,0.3046,0.672,0.5221,0.3423,0.912,0.5439,0.2256,0.827,0.4995,0.3332,0.888,4,1,0.004458000938526514,1.0
224,2,0,honest,1,4.9,0,0.0,0,0,0,0,1,0,0,4,6,1833.0,620.0,0.00876,0.2254,1798.8,2858.3,0.2251,150.7,0.82,-11.375,27.831,-12.915,-2.441,-22.098,-11.311,-2.488,27.961,-0.591,-7.072,-1.551,-16.646,7.537,0.898,4.427,-2.051,-0.994,-3.11,-1.436,-0.508,2.473,1.205,-1.321,-0.564,-4.039,-0.363,3,0,0.5601,0.5733,0.6166,0.5785,0.15,0.233,0.0876,0.2252,12.37,23.79,13.3,302.7,43.3,0,0.823,0.3791,1,114.2,151.7,0.098,0.294,0.298,0.577,0.589,0.527,0.255,0.034,0.093,0.628,0.199,0.046,0.331,0.0,0.085,0.155,0.229,0.103,0.133,0.097,0.324,0.275,1,0.877,2,2,0.8488500000000001,0,178.3,10.51,-2.32,0,2.459,0.571,0.2214,0.855,0.4693,0.3096,0.843,0.5259,0.2992,0.878,0.4861,0.3079,0.852,0.5335,0.318,0.947,0.4499,0.2586,0.939,0.5568,0.3532,0.749,0.4852,0.2976,0.789,0.5484,0.2886,0.843,0.4997,0.2496,0.85,0.5275,0.3402,1.008,6,1,0.002673213311511184,1.0
225,29,1,minor_infractions,7,31.7,4,32.6,1,0,3,1,1,1,0,3,3,1800.0,569.0,0.03855,0.1133,2037.4,2996.5,0.1573,148.9,3.02,-1.587,22.139,-15.444,6.304,2.344,21.49,-7.487,-1.436,8.848,-15.243,-0.784,16.91,-16.843,-1.235,1.592,-2.433,-0.296,-1.546,1.127,-0.57,1.296,1.853,-1.259,-0.866,2.554,-1.754,1,1,0.4749,0.4128,0.5397,0.4136,-0.0398,-0.2612,-0.046,-0.2908,-3.56,-23.95,8.3,423.3,356.2,0,0.8702,0.3668,1,130.1,122.6,0.317,0.319,0.409,0.554,0.706,0.157,0.874,0.848,0.147,0.037,0.15,0.211,0.003,0.124,0.219,0.244,0.051,0.059,0.105,1.0,0.533,0.15,4,0.744,1,1,0.7769,0,173.1,1.42,17.65,0,0.308,0.5125,0.4809,0.932,0.4958,0.5395,0.91,0.5129,0.4421,0.995,0.5245,0.4899,0.973,0.4513,0.5052,0.748,0.5519,0.4539,0.768,0.5166,0.4694,0.721,0.5419,0.5168,0.96,0.5311,0.4632,0.937,0.4589,0.4041,0.985,0.4876,0.4661,0.919,3,0,0.017611111111111112,1.0
226,41,2,moderate_cheating,14,69.9,8,108.1,1,0,3,2,3,2,1,2,6,1810.0,482.0,0.01329,0.185,3081.4,4757.1,0.3162,99.9,0.4,-14.162,-7.282,-0.81,-0.337,-1.16,-3.615,3.858,27.74,9.385,17.146,11.932,11.913,-1.894,-0.609,0.321,-1.163,-0.738,-1.409,1.159,0.655,3.185,0.576,3.245,0.776,0.733,-0.074,2,1,0.5917,0.4773,0.6554,0.4811,0.1288,-0.0485,0.1356,-0.0474,10.75,-4.69,13.2,316.7,350.2,0,0.9067,0.3262,1,132.1,142.3,0.053,0.376,0.502,0.172,0.296,0.068,0.151,0.233,0.172,0.042,0.209,0.0,0.357,0.0,0.123,0.066,0.15,0.01,0.054,0.0,0.0,0.121,0,0.746,2,1,0.9128000000000001,0,162.7,-16.32,3.5,0,1.982,0.4359,0.2854,0.866,0.5236,0.2568,0.823,0.4444,0.2986,0.867,0.5328,0.1423,0.701,0.4636,0.2277,0.972,0.5028,0.2147,1.02,0.4459,0.2473,0.711,0.5036,0.2095,0.991,0.5398,0.2277,0.946,0.5236,0.2055,0.806,0.5207,0.2252,0.893,4,1,0.038618784530386745,0.5
227,2,0,honest,2,6.7,0,0.0,0,0,0,0,1,0,0,1,3,1788.0,542.0,0.00222,0.1232,875.5,936.2,0.152,108.3,2.44,14.917,8.018,13.306,-13.403,2.319,14.178,11.484,-1.423,6.627,6.032,-1.652,2.049,0.807,-0.251,0.859,2.658,-1.219,0.759,1.724,0.95,0.754,0.077,3.532,1.135,0.646,-0.283,0,0,0.4825,0.4779,0.5393,0.4668,-0.0644,0.0745,-0.0565,0.0138,-5.89,4.36,9.3,371.6,229.6,0,0.951,0.258,1,136.9,150.2,0.358,0.315,0.367,0.357,0.345,0.86,0.622,0.205,0.0,0.828,0.238,0.722,0.506,0.128,0.382,0.576,0.385,0.604,0.553,0.157,0.247,0.285,5,0.742,1,0,0.8948,0,155.2,-8.62,-0.27,0,2.786,0.4642,0.3154,0.787,0.5098,0.2822,0.762,0.5186,0.2545,0.961,0.469,0.3547,0.91,0.5154,0.2526,0.749,0.4208,0.4359,0.935,0.483,0.3464,0.827,0.4649,0.2579,0.836,0.5284,0.3227,0.847,0.5136,0.356,0.712,0.4663,0.3252,0.74,4,1,0.0037472035794183446,0.0
228,28,1,minor_infractions,4,18.9,2,12.4,1,1,3,1,1,0,0,0,1,1853.0,532.0,0.0015,0.0477,544.4,798.6,0.1659,110.8,0.5,-14.643,-14.884,-39.073,5.424,0.718,33.133,20.485,-3.584,25.302,9.476,24.892,-6.565,-1.835,-2.206,-0.099,-5.655,0.283,-1.399,3.489,0.912,-0.328,0.685,0.606,2.504,-0.741,-0.318,0,0,0.4826,0.5339,0.5405,0.533,-0.1203,0.1711,-0.1262,0.164,-11.48,14.69,9.4,388.7,182.9,0,0.8797,0.3908,1,118.9,119.0,0.144,0.472,0.386,0.581,0.793,0.497,0.328,0.136,0.042,0.569,0.283,0.015,0.426,0.078,0.142,0.087,0.005,0.239,0.0,0.0,0.329,0.127,1,0.773,1,0,0.9036,0,163.7,-0.98,19.28,0,0.687,0.4589,0.4626,0.918,0.4977,0.4304,0.782,0.4845,0.5263,0.834,0.5455,0.4643,0.685,0.5317,0.4388,0.973,0.4986,0.3921,0.833,0.541,0.4777,0.859,0.4935,0.4224,0.925,0.5348,0.4631,0.908,0.5256,0.425,0.911,0.5707,0.487,0.979,3,0,0.010199676200755532,0.0
229,16,1,minor_infractions,5,13.1,2,24.3,0,0,2,0,1,1,0,2,1,1651.0,434.0,0.01175,0.1797,3153.2,5026.0,0.3848,114.6,1.65,16.925,-1.372,-19.152,-27.417,2.116,9.965,23.199,15.119,-18.254,21.67,11.521,2.008,-14.899,0.274,-0.194,-3.406,-2.568,0.012,0.401,3.596,1.504,-1.88,2.609,1.399,0.815,-1.162,2,1,0.6595,0.4756,0.7149,0.4674,0.311,-0.0478,0.2801,-0.0611,28.6,-4.55,15.4,168.4,452.2,1,0.9205,0.3121,1,121.1,154.4,0.02,0.32,0.264,0.421,0.417,0.0,0.064,0.268,0.248,0.19,0.143,0.188,0.0,0.037,0.06,0.0,0.0,0.049,0.186,0.0,0.195,0.104,0,0.769,2,0,0.91195,0,163.0,6.3,7.57,0,0.098,0.7421,0.3465,0.913,0.6871,0.3614,1.121,0.6879,0.3921,0.862,0.7419,0.2808,0.795,0.6707,0.3698,0.91,0.6603,0.293,0.93,0.7128,0.412,0.864,0.723,0.4842,0.815,0.7072,0.3875,1.057,0.631,0.4168,0.862,0.6643,0.4291,0.937,2,0,0.007934585099939431,0.0
230,99,3,severe_cheating,28,112.2,20,316.9,3,2,9,4,13,10,1,2,1,1749.0,494.0,0.035,0.0571,2425.8,3177.3,0.1129,111.5,3.19,7.52,9.457,-7.925,-23.057,-29.608,-39.086,-6.073,16.851,8.503,23.573,13.728,12.003,15.735,0.855,-0.667,-0.803,-1.447,-4.071,-3.291,-1.588,2.919,1.534,1.894,1.439,2.633,2.541,1,1,0.6423,0.5012,0.7059,0.5006,0.2322,0.1027,0.2451,0.054,24.25,7.14,14.5,132.5,473.1,1,0.9551,0.436,1,109.6,124.2,0.176,0.372,0.257,0.272,0.415,0.0,0.226,0.187,0.2,0.0,0.185,0.021,0.08,0.135,0.059,0.067,0.0,0.31,0.078,0.074,0.239,0.089,3,0.774,1,1,0.9383,0,171.3,-1.59,3.62,0,2.366,0.4588,0.3238,0.908,0.4161,0.2609,0.926,0.496,0.2923,0.927,0.4978,0.2141,0.858,0.4791,0.2822,0.84,0.5324,0.1959,0.893,0.4931,0.3534,0.897,0.5068,0.283,0.802,0.4422,0.2714,0.911,0.4805,0.2142,0.887,0.456,0.2549,0.894,4,1,0.06415094339622641,1.0
231,73,3,severe_cheating,25,100.1,16,198.4,3,1,14,6,8,6,0,3,5,2080.0,408.0,0.04463,0.1541,2107.5,2863.9,0.152,163.1,2.9,-14.091,5.218,30.032,-2.876,6.974,18.503,-10.448,-36.914,18.726,-17.048,1.137,15.337,0.08,-0.664,1.728,3.708,-4.009,-0.009,2.436,-2.184,-3.694,0.856,-2.448,-0.625,1.419,0.452,1,1,0.4903,0.4546,0.5435,0.4517,0.0448,-0.2147,0.068,-0.1801,4.6,-20.58,16.4,358.8,186.7,0,0.9455,0.4203,1,133.9,124.9,0.131,0.254,0.355,0.304,0.286,0.23,0.279,0.063,0.019,0.139,0.228,0.247,0.122,0.08,0.131,0.008,0.118,0.243,0.128,0.351,0.239,0.25,0,0.842,2,0,0.8449500000000001,0,163.5,3.33,18.05,0,0.459,0.6723,0.3992,0.899,0.5779,0.4145,0.994,0.6386,0.3348,0.867,0.6849,0.3946,1.023,0.6796,0.3633,0.677,0.6547,0.3315,0.795,0.7133,0.3292,0.797,0.6967,0.3557,0.786,0.6822,0.4031,0.806,0.749,0.3524,0.866,0.6812,0.3937,0.998,2,0,0.048124999999999994,0.0
232,74,3,severe_cheating,13,54.9,15,9.8,1,4,14,9,12,8,1,3,6,1657.0,510.0,0.00928,0.2541,1942.5,2472.1,0.2863,137.4,0.27,7.277,5.346,4.419,21.1,7.547,-5.569,-3.623,-6.279,15.066,17.47,-8.393,-15.684,0.821,1.044,-1.255,2.65,1.59,1.489,0.437,-1.876,1.085,1.063,0.656,-0.394,-2.15,1.459,3,0,0.3724,0.4952,0.4368,0.4967,-0.2561,-0.0007,-0.2817,-0.0144,-26.21,-1.89,19.0,164.9,404.7,1,0.5465,1.1401,0,109.5,138.1,0.059,0.279,0.393,0.733,0.741,0.43,0.222,0.089,0.0,0.583,0.28,0.0,0.383,0.0,0.191,0.088,0.045,0.249,0.065,0.197,0.259,0.342,1,0.975,1,1,0.7563,0,175.8,5.34,15.82,0,1.404,0.412,0.3105,0.909,0.3449,0.3366,0.852,0.3236,0.2887,0.986,0.3196,0.2986,0.811,0.3918,0.3918,0.77,0.4356,0.2743,0.974,0.326,0.3338,0.971,0.3201,0.354,0.944,0.3456,0.3102,0.885,0.3362,0.3349,0.796,0.3152,0.3313,0.94,1,0,0.03313216656608328,1.0
233,2,0,honest,0,0.0,2,14.0,0,0,0,0,0,0,0,1,7,1868.0,357.0,0.01459,0.1766,3232.3,3912.3,0.2616,123.1,1.0,4.351,16.181,-11.54,-6.833,6.924,16.083,-4.897,15.636,4.52,-3.884,-27.26,24.089,16.769,0.98,0.478,-0.019,-1.534,-0.437,1.53,0.32,2.086,1.571,-1.221,-3.563,1.626,2.376,2,1,0.5846,0.4335,0.6422,0.439,0.1289,-0.1469,0.062,-0.151,9.26,-14.67,14.9,383.9,289.0,0,0.9619,0.2286,1,135.3,147.1,0.146,0.31,0.3,0.359,0.336,0.685,0.542,0.338,0.164,0.53,0.161,0.0,0.317,0.056,0.327,0.242,0.196,0.497,0.604,0.501,0.102,0.0,2,0.942,2,1,0.7311,0,171.3,-16.39,-10.7,0,1.425,0.4297,0.3081,0.952,0.4861,0.3254,0.933,0.4929,0.2478,0.878,0.4887,0.2534,0.857,0.5084,0.269,0.922,0.5143,0.3324,0.979,0.4674,0.3069,0.788,0.5079,0.3408,0.944,0.4653,0.3674,0.841,0.4865,0.3589,0.853,0.4595,0.3,0.769,4,1,0.0,0.5
234,10,0,honest,0,0.0,0,0.0,0,0,0,0,1,0,0,5,3,1952.0,493.0,0.00547,0.2288,2013.0,2712.2,0.2871,130.9,1.3,5.836,-8.952,-16.279,-2.998,-14.564,-1.202,-21.237,6.42,-0.047,6.595,12.886,-0.561,19.28,1.357,-2.038,-2.287,1.344,0.712,-1.321,-1.977,1.55,-0.036,1.491,0.302,-1.211,1.29,3,0,0.3768,0.47,0.4359,0.4706,-0.2215,-0.0787,-0.184,-0.0427,-22.8,-4.52,12.6,145.8,460.9,1,0.4167,1.2527,0,116.8,129.5,0.059,0.362,0.277,0.095,0.362,0.759,0.609,0.0,0.121,0.594,0.157,0.149,0.091,0.013,0.211,0.098,0.005,0.32,0.417,0.456,0.337,0.183,2,0.667,3,1,0.8858333333333333,0,162.0,-3.99,-6.93,0,2.493,0.4513,0.3112,0.799,0.5022,0.252,0.934,0.4708,0.3702,0.818,0.4702,0.3141,0.985,0.4722,0.3388,0.824,0.3988,0.3014,0.761,0.4683,0.2755,0.852,0.4756,0.3367,0.818,0.4246,0.3246,0.879,0.4116,0.3014,0.837,0.473,0.333,0.93,6,1,0.0,0.3333333333333333
235,80,3,severe_cheating,21,88.2,10,121.9,3,2,6,6,14,6,1,4,7,1505.0,501.0,0.01133,0.2523,1748.4,2534.2,0.3397,123.9,1.4,-2.657,5.347,8.363,0.992,-10.055,-1.308,-6.492,-20.788,5.418,-2.077,15.494,-22.945,23.074,-1.97,-1.774,-0.8,0.869,-0.425,-0.415,-0.438,-1.596,-0.733,0.524,-1.386,-0.801,1.888,3,0,0.6209,0.4882,0.6914,0.4915,0.2854,-0.0112,0.3199,-0.0423,30.32,-1.46,14.5,194.8,395.1,1,0.5314,1.4653,0,122.4,146.3,0.205,0.32,0.362,0.4,0.322,0.146,0.291,0.166,0.25,0.0,0.062,0.051,0.033,0.119,0.0,0.156,0.126,0.226,0.044,0.068,0.113,0.079,3,0.861,1,1,0.7256,0,156.8,4.4,5.86,0,0.769,0.5161,0.2785,0.914,0.5029,0.3013,0.891,0.4823,0.2879,0.96,0.558,0.2993,1.026,0.5488,0.2891,0.858,0.5612,0.2869,0.871,0.5637,0.3507,0.927,0.4252,0.2884,0.885,0.5741,0.3537,1.008,0.5441,0.1842,0.823,0.4573,0.2094,0.81,0,0,0.0586046511627907,1.0
236,49,2,moderate_cheating,6,30.9,8,100.2,1,1,5,2,2,4,1,0,8,1935.0,496.0,0.00171,0.0391,456.0,830.7,0.1506,140.2,0.39,2.68,-17.594,-9.97,-9.664,-19.269,-11.389,-5.302,7.951,3.929,-2.992,30.487,2.634,35.432,0.165,-1.125,-2.639,-0.548,-2.122,-1.453,-0.939,2.251,0.286,1.295,3.208,0.253,3.654,0,0,0.5526,0.5504,0.611,0.5578,0.1316,0.1781,0.1467,0.1935,14.96,17.6,14.3,272.0,511.0,1,0.9071,0.5239,1,125.7,127.9,0.036,0.376,0.326,0.33,0.223,0.245,0.0,0.0,0.227,0.111,0.226,0.105,0.16,0.011,0.0,0.105,0.231,0.153,0.059,0.019,0.07,0.0,3,0.942,4,3,0.8386,0,170.0,-4.95,10.5,1,3.09,0.3967,0.246,0.859,0.3526,0.2933,0.809,0.3557,0.2308,0.844,0.4124,0.2988,0.965,0.4069,0.2817,0.907,0.3649,0.2748,0.864,0.3659,0.2012,0.929,0.2898,0.2624,0.858,0.4052,0.2687,0.981,0.4023,0.2413,0.834,0.3607,0.2438,0.843,5,1,0.015968992248062013,0.75
237,59,2,moderate_cheating,9,43.7,9,106.8,0,0,6,1,3,3,1,3,5,1731.0,420.0,0.00235,0.0586,577.6,104.0,0.1116,115.8,1.35,-6.557,-10.73,-24.453,-4.862,-3.456,9.253,4.234,23.075,-16.053,-1.382,29.256,-16.414,-3.351,-0.753,-0.574,-3.464,-1.031,-0.259,-0.007,0.207,1.601,-1.491,-0.698,4.779,-2.02,-1.767,0,0,0.3622,0.5432,0.4169,0.5454,-0.36,0.024,-0.3599,0.0348,-33.44,4.01,10.7,238.7,399.0,1,0.8642,0.3424,1,106.1,128.5,0.167,0.308,0.367,0.453,0.322,0.654,0.687,0.002,0.212,0.466,0.089,0.051,0.407,0.015,0.276,0.0,0.23,0.402,0.445,0.622,0.128,0.229,2,0.77,3,1,0.8208000000000001,0,162.9,1.17,-1.03,0,2.591,0.5487,0.3047,0.876,0.5471,0.2753,1.001,0.5289,0.2809,0.898,0.5275,0.2637,1.067,0.5249,0.2568,1.097,0.4585,0.3022,0.829,0.4956,0.3308,0.88,0.5133,0.2242,0.932,0.5147,0.3093,0.98,0.5891,0.2684,0.915,0.5005,0.2379,0.966,4,1,0.025245522819179668,0.3333333333333333
238,26,1,minor_infractions,4,16.8,5,69.0,0,1,2,1,2,1,0,3,6,1942.0,451.0,0.00158,0.0559,569.1,749.6,0.1401,123.4,0.75,-7.049,12.659,30.666,-10.775,19.767,40.859,7.326,-20.233,-18.963,4.342,12.915,10.637,15.009,-0.45,2.296,5.555,-0.299,3.556,2.022,0.676,-0.411,-2.141,0.624,2.012,1.247,0.739,0,0,0.3876,0.4177,0.4495,0.4135,-0.1149,-0.1743,-0.1226,-0.1621,-10.79,-14.47,14.6,332.8,184.9,0,0.9671,0.282,1,105.9,126.1,0.313,0.385,0.309,0.538,0.459,0.214,0.76,0.716,0.117,0.0,0.0,0.163,0.171,0.079,0.0,0.161,0.122,0.129,0.107,0.808,0.484,0.357,4,0.784,2,1,0.8389500000000001,0,172.7,15.53,0.02,0,0.663,0.424,0.3105,0.943,0.5045,0.3312,0.839,0.5025,0.3531,0.728,0.4773,0.3124,0.897,0.449,0.3284,0.798,0.5358,0.2879,0.94,0.3913,0.2912,0.967,0.4126,0.2891,0.974,0.4506,0.362,0.964,0.4488,0.3235,0.899,0.4518,0.3161,0.806,0,0,0.008650875386199795,0.5
